,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/9,/intelcpu/0/load/10,/intelcpu/0/load/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/load/0,/hdd/1/load/0
09/30/2024 15:35:14,5.555558,8.730162,3.96825075,5.555558,3.174603,2.38095522,100,100,98.4375,100,28.5729771,67.2868,15.94165,7.7504425,59,262,405.000031,0,0,25,0,0,6144,310.1914,5833.80859,5.04868841,3.91900015,0,0,89.48665,86.55914
09/30/2024 15:35:15,6.1899066,5.46875,5.384612,5.384612,0.7692337,0.7692337,100,100,100,100,27.9957943,68.22615,16.1642036,7.52788925,59,210.000015,405.000031,0,0,15,0,0,6144,310.1914,5833.80859,5.04868841,3.89,0,0,89.48665,86.55914
09/30/2024 15:35:16,4.6274066,0.78125,3.125,1.5625,0.78125,0.78125,100,100,100,100,26.4573326,69.10729,16.372963,7.31913,60,210.000015,405.000031,0,5,20,0,0,6144,301.3789,5842.621,4.905256,3.97100019,0.015625,0,89.48665,86.55914
09/30/2024 15:35:17,0,0,1.5625,0.78125,0.78125,0,100,100,100,100,25.390625,69.5663147,16.4817162,7.21037674,60,210.000015,405.000031,0,0,11,0,0,6144,301.3789,5842.621,4.905256,4.056,0,0,89.48665,86.55914
09/30/2024 15:35:18,0.7692337,0,0,0.78125,0,0,100,100,100,100,25.19381,69.9793243,16.579567,7.112526,60,210.000015,405.000031,0,0,14,0,0,6144,301.3789,5842.621,4.905256,4.013,0,0.0009765625,89.48665,86.55914
09/30/2024 15:35:19,6.25,1.5625,1.5625,0,0,0,100,100,100,100,26.171875,70.21418,16.6352081,7.056885,60,210.000015,405.000031,0,0,11,0,0,6144,301.3789,5842.621,4.905256,4.04,0.015625,0,89.48665,86.55914
09/30/2024 15:35:20,0,0.7692337,0,0,0,0,100,100,100,100,25.0961533,71.027916,16.828,6.864094,60,210.000015,405.000031,0,0,7,0,0,6144,301.3789,5842.621,4.905256,4.07300043,0.015625,0,89.48665,86.55914
09/30/2024 15:35:21,0,0,0,0.7692337,0,0.7692337,100,100,100,100,25.1923084,71.63472,16.9717636,6.72032928,61,210.000015,405.000031,0,0,16,0,0,6144,301.3789,5842.621,4.905256,4.018,0,0,89.48665,86.55914
09/30/2024 15:35:22,1.58730149,0,1.57489777,0.78125,2.36855149,4.74950075,100,100,100,100,26.3826847,72.38527,17.1495857,6.542507,61,210.000015,405.000031,0,0,7,0,0,6144,301.3789,5842.621,4.905256,4.06200027,0,0,89.48665,86.55914
09/30/2024 15:35:23,0,0,0,0,0,1.5504837,100,100,100,100,25.19381,72.65788,17.2141724,6.47792053,61,210.000015,405.000031,0,0,10,0,0,6144,301.3789,5842.621,4.905256,4.06100035,0,0,89.48665,86.55914
09/30/2024 15:35:24,0.7692337,0,0,0,0,0,100,100,100,100,25.0961533,72.89991,17.2715149,6.420578,61,210.000015,405.000031,0,0,17,0,0,6144,301.3789,5842.621,4.905256,4.044,0,0,89.48665,86.55914
09/30/2024 15:35:25,0.78125,0,0,0,0,0,100,100,100,100,25.0976563,72.2705,17.1223946,6.56969833,61,210.000015,405.000031,0,0,16,0,0,6144,301.3789,5842.621,4.905256,3.94800019,0,0,89.48665,86.55914
09/30/2024 15:35:26,0,0,0,0,0,0,100,100,100,100,25,72.3227158,17.1347656,6.55732727,61,210.000015,405.000031,0,0,17,0,0,6144,301.3789,5842.621,4.905256,4.02,0,0,89.48665,86.55914
09/30/2024 15:35:27,0,0.78125,0,5.46875,0,0,100,100,100,100,25.78125,72.0476456,17.0695953,6.62249756,61,210.000015,405.000031,0,0,19,0,0,6144,301.3789,5842.621,4.905256,3.874,0,0,89.48665,86.55914
09/30/2024 15:35:28,0,0,0.78125,6.25,0,0,100,100,100,100,25.8789063,71.9652557,17.0500755,6.64201736,61,210.000015,405.000031,0,0,18,0,0,6144,301.3789,5842.621,4.905256,3.98400021,0,0,89.48665,86.55914
09/30/2024 15:35:29,0.78125,0,0,5.46875,0.78125,0,100,100,100,100,25.8789063,72.00941,17.0605354,6.63155746,61,210.000015,405.000031,0,4,15,0,0,6144,301.3789,5842.621,4.905256,4.02700043,0,0,89.48665,86.55914
09/30/2024 15:35:30,0,0.78125,0,8.59375,0,0,100,100,100,100,26.171875,71.8915253,17.032608,6.659485,61,210.000015,405.000031,0,0,10,0,0,6144,301.3789,5842.621,4.905256,4.017,0.015625,0,89.48665,86.55914
09/30/2024 15:35:31,2.34375,0,0,4.6875,0,0.78125,100,100,100,100,25.9765625,71.85672,17.02436,6.66773224,61,210.000015,405.000031,0,0,15,0,0,6144,301.3789,5842.621,4.905256,3.99000025,0.017578125,0,89.49228,86.55914
09/30/2024 15:35:32,3.125,0,0,0,0,0,100,100,100,100,25.390625,72.0527344,17.0708,6.621292,61,210.000015,405.000031,0,0,20,0,0,6144,301.3789,5842.621,4.905256,4.006,0.015625,0,89.49228,86.55914
09/30/2024 15:35:33,0,0,0,0,0,0,100,100,100,100,25,72.0493,17.0699883,6.62210464,61,210.000015,405.000031,0,3,19,0,0,6144,301.3789,5842.621,4.905256,4.057,0.015625,0,89.49228,86.55914
09/30/2024 15:35:34,0,0.78125,0,0,0,0,100,100,100,100,25.0976563,72.07077,17.0750732,6.61701965,61,210.000015,405.000031,0,0,8,0,0,6144,301.3789,5842.621,4.905256,4.004,0.015625,0,89.49228,86.55914
09/30/2024 15:35:35,0,0,0,0,0,0,100,100,100,100,25,72.06951,17.0747757,6.617317,61,210.000015,405.000031,0,0,8,0,0,6144,301.3789,5842.621,4.905256,3.94900012,0,0,89.49228,86.55914
09/30/2024 15:35:36,0,0,0,0,0,0,100,100,100,100,25,72.1124039,17.084938,6.607155,60,210.000015,405.000031,0,0,30,0,0,6144,301.3789,5842.621,4.905256,3.9,0,0,89.49228,86.55914
09/30/2024 15:35:37,0,0,0,0.78125,0,0,100,100,100,100,25.0976563,71.93885,17.04382,6.64827347,60,210.000015,405.000031,0,0,14,0,0,6144,301.3789,5842.621,4.905256,3.90100026,0,0,89.49228,86.55914
09/30/2024 15:35:38,0,0,0,0,0,0,100,100,100,100,25,71.9156342,17.0383186,6.65377426,60,210.000015,405.000031,0,0,18,0,0,6144,301.3789,5842.621,4.905256,3.90800023,0,0,89.49228,86.55914
09/30/2024 15:35:39,0,0.78125,0,0,0,0,100,100,100,100,25.0976563,71.8074951,17.0127,6.679394,60,210.000015,405.000031,0,0,9,0,0,6144,301.3789,5842.621,4.905256,3.87100029,0,0,89.49228,86.55914
09/30/2024 15:35:40,1.449275,4.347825,0,0,0,0,100,100,100,100,25.724638,72.02501,17.0642319,6.627861,60,210.000015,405.000031,0,14,23,0,2,6144,306.4414,5837.55859,4.98765326,4.02100039,0.396484375,0.0009765625,89.49228,86.55914
09/30/2024 15:35:41,1.69491768,0,0.847458839,0,0,0,100,100,100,100,25.3178,72.3776245,17.1477737,6.544319,60,270,405.000031,0,33,35,0,0,6144,313.6289,5830.371,5.104637,5.12500048,0,0,89.49228,86.55914
09/30/2024 15:35:42,0.78125,0,0,0,0,0,100,100,100,100,25.0976563,72.40033,17.1531525,6.53894043,60,270,405.000031,0,3,10,0,0,6144,328.6914,5815.30859,5.349795,4.254,0,0,89.49228,86.55914
09/30/2024 15:35:43,0,0,0,0,0.78125,0,100,100,100,100,25.0976563,72.1056061,17.0833282,6.60876465,60,217.000015,405.000031,0,11,18,0,6,6144,311.6914,5832.30859,5.07310247,4.184,0,0.0009765625,89.49228,86.55914
09/30/2024 15:35:44,2.36855149,1.5625,0,1.5625,0,1.5625,100,100,100,100,25.8820057,71.60002,16.9635429,6.72855,60,217.000015,405.000031,0,0,21,0,0,6144,311.8789,5832.121,5.076154,4.3300004,0,0,89.49228,86.55914
09/30/2024 15:35:45,3.125,2.36855149,0,2.3317337,0,0,100,100,100,100,25.97816,72.5418549,17.1866837,6.50540924,60,210.000015,405.000031,0,6,29,0,2,6144,311.8789,5832.121,5.076154,3.93700027,0,0,89.49228,86.55914
09/30/2024 15:35:46,0.7692337,5.303031,0,0.78125,0,0,100,100,100,100,25.8566856,73.52411,17.4194,6.27269363,60,607,810.000061,0,39,19,0,21,6144,335.5664,5808.43359,5.461693,5.62800026,0.930664063,0.111328125,89.49228,86.55914
09/30/2024 15:35:47,1.5625,1.5625,2.34375,0,0,0,100,100,100,100,25.6835938,73.4981842,17.4132576,6.2788353,60,705.000061,810.000061,0,38,21,0,20,6144,361.3164,5782.68359,5.88080072,6.36100054,1.3125,0.19921875,89.49228,86.55914
09/30/2024 15:35:48,5.46875,0,0,0,0,0.78125,100,100,100,100,25.78125,73.49069,17.4114838,6.280609,61,915.000061,5500.992,0,15,4,0,7,6144,377.0664,5766.93359,6.13714838,7.38200045,1.76074219,0.147460938,89.49228,86.55914
09/30/2024 15:35:49,3.076923,0,1.53846145,0,0.7692337,0,100,100,100,100,25.6730728,73.3601151,17.3805466,6.31154633,61,915.000061,5500.992,0,15,4,0,7,6144,356.8164,5787.18359,5.80755854,7.4470005,1.24316406,0.159179688,89.49228,86.55914
09/30/2024 15:35:50,0,2.34375,0.78125,0.78125,0.78125,0.78125,100,100,100,100,25.6835938,73.27417,17.3601837,6.331909,60,532,810.000061,0,43,23,0,23,6144,354.2539,5789.746,5.7658515,5.973,0.8720703,0.146484375,89.49228,86.55914
09/30/2024 15:35:51,0,0,1.5625,0,1.5625,0.78125,100,100,100,100,25.4882813,73.24929,17.35429,6.337803,61,645.000061,810.000061,0,44,24,0,22,6144,354.2539,5789.746,5.7658515,6.209,1.12695313,0.154296875,89.49228,86.55914
09/30/2024 15:35:52,0,0.78125,2.34375,1.5625,0,0,100,100,100,100,25.5859375,73.18118,17.3381538,6.353939,61,870.000061,5500.992,0,16,4,0,8,6144,356.8164,5787.18359,5.80755854,7.41300058,1.75097656,0.19921875,89.49228,86.55914
09/30/2024 15:35:53,0.78125,3.125,0,0.78125,0.78125,1.5625,100,100,100,100,25.8789063,73.13792,17.3279037,6.364189,61,870.000061,5500.992,0,14,3,0,6,6144,332.0664,5811.93359,5.40472651,7.431,0.8730469,0.09472656,89.49228,86.55914
09/30/2024 15:35:54,1.5625,4.6875,0.7692337,0.78125,0.78125,0.78125,100,100,100,100,26.170372,73.4512939,17.40215,6.2899437,61,367.000031,810.000061,0,21,11,0,14,6144,348.0664,5795.93359,5.66514349,4.945,0.8496094,0.09472656,89.49228,86.55914
09/30/2024 15:35:55,0.78125,0,0.78125,0.78125,0,0.78125,100,100,100,100,25.390625,73.44417,17.40046,6.29163361,61,292,810.000061,0,18,8,0,14,6144,348.0664,5795.93359,5.66514349,4.729,0.42578125,0.09472656,89.49228,86.55914
09/30/2024 15:35:56,0.78125,0.78125,0,0,0,0,100,100,100,100,25.1953125,73.4130554,17.39309,6.2990036,60,262,405.000031,0,33,19,0,28,6144,348.0664,5795.93359,5.66514349,4.72500038,0.8515625,0.09375,89.49228,86.55914
09/30/2024 15:35:57,0,0,0,0,0,0,100,100,100,100,25,73.40437,17.3910332,6.30105972,60,240.000015,405.000031,0,33,15,0,28,6144,348.0664,5795.93359,5.66514349,4.728,0.8515625,0.087890625,89.49228,86.55914
09/30/2024 15:35:58,0.78125,0,0,0,0,0,100,100,100,100,25.0976563,73.27414,17.3601761,6.331917,60,225.000015,405.000031,0,33,20,0,28,6144,348.0664,5795.93359,5.66514349,4.813,0.850585938,0.09472656,89.49228,86.55914
09/30/2024 15:35:59,1.5625,0.78125,0,0.78125,0,0,100,100,100,100,25.390625,73.21772,17.34681,6.34528351,60,300,405.000031,0,0,19,0,0,6144,348.0664,5795.93359,5.66514349,4.56100035,0,0,89.49228,86.55914
09/30/2024 15:36:00,0,0,0,0,0,0,100,100,100,100,25,72.9719,17.28857,6.40352249,60,300,405.000031,0,0,43,0,0,6144,348.0664,5795.93359,5.66514349,4.223,0,0,89.49228,86.55914
09/30/2024 15:36:01,0,0,0,0,0,0,100,100,100,100,25,72.9607544,17.28593,6.40616226,60,210.000015,405.000031,0,2,25,0,0,6144,348.0664,5795.93359,5.66514349,3.716,0,0,89.49097,86.55914
09/30/2024 15:36:02,0,0,0,0,0,0,100,100,100,100,25,72.8671951,17.2637634,6.42832947,60,210.000015,405.000031,0,0,28,0,0,6144,348.0664,5795.93359,5.66514349,3.83900023,0,0,89.49097,86.55914
09/30/2024 15:36:03,0,0,0,0,0,0,100,100,100,100,25,72.6236649,17.2060661,6.486027,60,210.000015,405.000031,0,0,42,0,0,6144,348.5664,5795.43359,5.673281,3.66,0.0576171875,0.0068359375,89.49097,86.55914
09/30/2024 15:36:04,1.5625,3.08893919,0,0.78125,0.78125,0,100,100,100,100,25.7767448,72.59146,17.1984367,6.493656,60,210.000015,405.000031,0,26,30,0,12,6144,316.5664,5827.43359,5.152448,4.29900026,0.428710938,0.046875,89.49097,86.55914
09/30/2024 15:36:05,0,5.46875,0,0.78125,0,0.78125,100,100,100,100,25.8789063,72.65178,17.2127266,6.4793663,60,262,405.000031,0,19,31,0,16,6144,316.6914,5827.30859,5.15448236,4.86300039,0.4296875,0.0478515625,89.49097,86.55914
09/30/2024 15:36:06,3.03030014,0.78125,0,0,0,0,100,100,100,100,25.4764442,72.63566,17.2089081,6.483185,60,510.000031,810.000061,0,31,20,0,14,6144,316.6914,5827.30859,5.15448236,5.44900036,0.8515625,0.09472656,89.49097,86.55914
09/30/2024 15:36:07,0,0,0.78125,0,0.78125,0,100,100,100,100,25.1953125,72.51313,17.1798782,6.51221466,60,510.000031,810.000061,0,31,20,0,14,6144,316.6914,5827.30859,5.15448236,5.28600025,0.8564453,0.09472656,89.49097,86.55914
09/30/2024 15:36:08,0,0.78125,0,0,0,0,100,100,100,100,25.0976563,72.60019,17.2005043,6.49158859,60,675.000061,810.000061,0,34,21,0,14,6144,316.6914,5827.30859,5.15448236,5.50200033,0.86328125,0.07910156,89.49097,86.55914
09/30/2024 15:36:09,3.90625,2.34375,0.78125,2.34375,1.57489777,0,100,100,100,100,26.3687363,72.84647,17.2588539,6.433239,60,675.000061,810.000061,0,21,9,0,15,6144,316.6914,5827.30859,5.15448236,5.092,0.0009765625,0,89.49097,86.55914
09/30/2024 15:36:10,3.125,0,0,0,0,0,100,100,100,100,25.390625,72.90996,17.2738953,6.41819763,60,322.000031,405.000031,0,0,25,0,0,6144,316.6914,5827.30859,5.15448236,4.137,0,0.046875,89.49097,86.55914
09/30/2024 15:36:11,1.5625,0,0,0,0,0,100,100,100,100,25.1953125,73.04498,17.3058853,6.38620758,60,210.000015,405.000031,0,0,26,0,0,6144,316.6914,5827.30859,5.15448236,3.897,0,0,89.49097,86.55914
09/30/2024 15:36:12,0,0,0,0,0,0,100,100,100,100,25,73.02564,17.3013039,6.390789,59,210.000015,405.000031,0,0,44,0,0,6144,316.6914,5827.30859,5.15448236,3.89800024,0,0,89.49097,86.55914
09/30/2024 15:36:13,1.5625,4.6875,1.5625,0,0,0,100,100,100,100,25.9765625,73.0469,17.30634,6.38575363,60,210.000015,405.000031,0,16,18,0,7,6144,316.6914,5827.30859,5.15448236,3.89100027,0,0,89.49097,86.55914
09/30/2024 15:36:14,1.5625,1.5625,0.78125,0.78125,0,0,100,100,100,100,25.5859375,73.09582,17.3179283,6.37416458,59,210.000015,405.000031,0,21,31,0,7,6144,308.0039,5835.996,5.01308441,4.32400036,0.0302734375,0,89.49097,86.55914
09/30/2024 15:36:15,0,0,0,0,0,0,100,100,100,100,25,73.0303955,17.30243,6.3896637,59,247.000015,405.000031,0,0,27,0,0,6144,308.0039,5835.996,5.01308441,4.182,0,0.0009765625,89.49097,86.55914
09/30/2024 15:36:16,1.5625,0.78125,0.78125,0,0.78125,0,100,100,100,100,25.4882813,73.28702,17.3632278,6.328865,59,262,405.000031,0,0,8,0,0,6144,307.7539,5836.246,5.00901556,4.162,0,0,89.49097,86.55914
09/30/2024 15:36:17,0,0,0,0,0,0,100,100,100,100,25,73.24596,17.3535,6.33859253,59,262,405.000031,0,0,36,0,0,6144,307.7539,5836.246,5.00901556,4.102,0,0,89.49097,86.55914
09/30/2024 15:36:18,0,0,0,0,0,0,100,100,100,100,25,73.19941,17.3424721,6.349621,59,210.000015,405.000031,0,0,45,0,0,6144,307.7539,5836.246,5.00901556,3.66600013,0,0,89.49097,86.55914
09/30/2024 15:36:19,7.03125,0.78125,0,1.5625,0,3.125,100,100,100,100,26.5625,73.300705,17.36647,6.32562256,59,292,405.000031,0,56,36,0,26,6144,307.7539,5836.246,5.00901556,4.09300041,0.8642578,0.09277344,89.49097,86.55914
09/30/2024 15:36:20,5.46875,6.25,2.34375,0.78125,0,0.78125,100,100,100,100,26.953125,73.2764053,17.360714,6.331379,59,427.000031,810.000061,0,31,18,0,15,6144,307.7539,5836.246,5.00901556,5.10600042,0,0,89.49097,86.55914
09/30/2024 15:36:21,0.78125,0,0,0,0,0,100,100,100,100,25.0976563,73.2154,17.34626,6.345833,59,262,405.000031,0,10,7,0,14,6144,307.7539,5836.246,5.00901556,4.459,0,0,89.49097,86.55914
09/30/2024 15:36:22,0,0,0,0,0,0,100,100,100,100,25,73.18369,17.3387489,6.353344,59,210.000015,405.000031,0,14,23,0,5,6144,307.4414,5836.55859,5.003929,4.361,0,0,89.49097,86.55914
09/30/2024 15:36:23,0,0,0,0,0,0,100,100,100,100,25,72.48552,17.173336,6.518757,59,210.000015,405.000031,0,35,30,0,15,6144,308.7539,5835.246,5.02529144,4.399,0.85546875,0.09472656,89.49097,86.55914
09/30/2024 15:36:24,0,0,0,0,0,0,100,100,100,100,25,72.12384,17.0876465,6.60444641,59,457.000031,810.000061,0,55,36,0,12,6144,309.0039,5834.996,5.02936029,4.826,0.8691406,0.09472656,89.49097,86.55914
09/30/2024 15:36:25,0,0,0,0,0,0,100,100,100,100,25,72.06457,17.0736046,6.61848831,59,457.000031,810.000061,0,0,4,0,0,6144,309.2539,5834.746,5.03342962,4.197,0.868164063,0.09472656,89.49097,86.55914
09/30/2024 15:36:26,0,0,0,0,0,0,100,100,100,100,25,72.17697,17.100235,6.591858,59,330.000031,405.000031,0,37,30,0,16,6144,309.2539,5834.746,5.03342962,4.80400038,0,0,89.49097,86.55914
09/30/2024 15:36:27,0,0,0,0,0,0,81.53846,64.0625,73.4375,75.38461,18.4014435,71.52536,16.9458542,6.74623871,59,420.000031,405.000031,0,26,33,0,12,6144,309.2539,5834.746,5.03342962,4.893,0.427734375,0.0478515625,89.49097,86.55914
09/30/2024 15:36:28,0,0,0,0,0,0,15.625,33.8461533,48.4375,54.83871,9.546715,71.56788,16.9559288,6.736164,59,540,810.000061,0,15,11,0,7,6144,309.2539,5834.746,5.03342962,4.866,0,0.0478515625,89.49097,86.55914
09/30/2024 15:36:29,0.78125,0,0,0,0,0,41.26984,70.3125,31.25,63.636364,13.001955,71.4526749,16.9286346,6.76345825,59,397.000031,405.000031,0,22,9,0,33,6144,309.2539,5834.746,5.03342962,4.565,0,0.046875,89.49097,86.55914
09/30/2024 15:36:30,0,0,0.78125,0,0,0,52.30769,41.26984,54.6875,71.875,13.856411,71.2018356,16.8692055,6.82288742,59,307,405.000031,0,38,21,0,31,6144,309.2539,5834.746,5.03342962,4.30500031,0,0.06640625,89.49097,86.55914
09/30/2024 15:36:31,0.78125,0,0,0,0,0,35.9375,41.53846,7.8125,42.85714,8.106756,71.29091,16.8903084,6.80178452,59,217.000015,405.000031,0,0,22,0,0,6144,309.2539,5834.746,5.03342962,4.168,0.478515625,0.087890625,89.48924,86.55914
09/30/2024 15:36:32,3.90625,0,0,0,0,0,33.8709641,42.1875,66.6666641,43.75,12.1429806,71.2883,16.88969,6.8024025,59,210.000015,405.000031,0,0,24,0,0,6144,309.2539,5834.746,5.03342962,4.0010004,0,0,89.48924,86.55914
09/30/2024 15:36:33,0.78125,0.78125,0,0,0,0,56.0606079,44.4444427,56.25,68.75,14.2893791,71.2880554,16.8896332,6.80245972,59,240.000015,405.000031,0,45,34,0,21,6144,309.2539,5834.746,5.03342962,4.42200041,0,0,89.48924,86.55914
09/30/2024 15:36:34,0.78125,4.6875,2.34375,0.78125,0.78125,0,84.375,75.38461,85.9375,76.5625,21.3131,71.18314,16.8647766,6.82731628,59,240.000015,405.000031,0,8,26,0,2,6144,309.2539,5834.746,5.03342962,4.235,0.84765625,0.046875,89.48924,86.55914
09/30/2024 15:36:35,0.78125,2.34375,1.5625,7.03125,0,0,29.6875,40.625,41.53846,60.0000038,12.2055292,70.39272,16.67751,7.01458359,59,210.000015,405.000031,0,0,19,0,0,6144,309.2539,5834.746,5.03342962,4.06200027,0.42578125,0.09472656,89.48924,86.55914
09/30/2024 15:36:36,0,0,5.46875,0.78125,0,0,38.0952377,53.125,47.6190453,38.0952377,11.8396645,70.2698059,16.6483879,7.043705,59,300,405.000031,0,0,26,0,0,6144,309.2539,5834.746,5.03342962,4.69,0,0,89.48924,86.55914
